utc,Program:Unwind.Unwind_Position_RFJ,Program:Unwind.Unwind_Position_WLDP,Program:Unwind.Unwind_Tension_FB_WLDT,Program:Unwind.Unwind_Tension_FB_WLGT,Program:Unwind.Unwind_Tension_FBJ,Program:Unwind.Unwind_Tension_KPT,Program:Unwind.Unwind_Tension_Loop_Pct_Cntrl,Program:Unwind.Unwind_Tension_RFJ,Program:Unwind.Unwind_Tension_WLDT
2019-04-12T10:36:00.009293,/2252.25, 0.009999999776482582, 0.5, 2.0, 828.0, 1.0, 0.10000000149011612, 828.0, 0.5/
2019-04-12T10:36:02.530437,/2252.25, 0.009999999776482582, 0.5, 2.0, 786.0, 1.0, 0.10000000149011612, 786.0, 0.5/
2019-04-12T10:36:05.051581,/2252.25, 0.009999999776482582, 0.5, 2.0, 802.0, 1.0, 0.10000000149011612, 792.0, 0.5/
2019-04-12T10:36:07.448718,/2252.25, 0.009999999776482582, 0.5, 2.0, 826.0, 1.0, 0.10000000149011612, 826.0, 0.5/
2019-04-12T10:36:09.966862,/2252.25, 0.009999999776482582, 0.5, 2.0, 972.0, 1.0, 0.10000000149011612, 972.0, 0.5/
2019-04-12T10:36:12.451004,/2252.25, 0.009999999776482582, 0.5, 2.0, 967.0, 1.0, 0.10000000149011612, 965.0, 0.5/
2019-04-12T10:36:14.967148,/2252.25, 0.009999999776482582, 0.5, 2.0, 784.0, 1.0, 0.10000000149011612, 787.0, 0.5/
2019-04-12T10:36:17.526295,/2252.25, 0.009999999776482582, 0.5, 2.0, 852.0, 1.0, 0.10000000149011612, 848.0, 0.5/
2019-04-12T10:36:20.087441,/2252.25, 0.009999999776482582, 0.5, 2.0, 918.0, 1.0, 0.10000000149011612, 918.0, 0.5/
2019-04-12T10:36:22.607585,/2252.25, 0.009999999776482582, 0.5, 2.0, 930.0, 1.0, 0.10000000149011612, 936.0, 0.5/
2019-04-12T10:36:25.166732,/2252.25, 0.009999999776482582, 0.5, 2.0, 869.0, 1.0, 0.10000000149011612, 869.0, 0.5/
2019-04-12T10:36:27.691876,/2252.25, 0.009999999776482582, 0.5, 2.0, 765.0, 1.0, 0.10000000149011612, 765.0, 0.5/
2019-04-12T10:36:30.286024,/2252.25, 0.009999999776482582, 0.5, 2.0, 963.0, 1.0, 0.10000000149011612, 963.0, 0.5/
2019-04-12T10:36:32.810169,/2252.25, 0.009999999776482582, 0.5, 2.0, 987.0, 1.0, 0.10000000149011612, 987.0, 0.5/
2019-04-12T10:36:35.326313,/2252.25, 0.009999999776482582, 0.5, 2.0, 944.0, 1.0, 0.10000000149011612, 958.0, 0.5/
2019-04-12T10:36:37.808455,/2252.25, 0.009999999776482582, 0.5, 2.0, 840.0, 1.0, 0.10000000149011612, 840.0, 0.5/
2019-04-12T10:36:40.204592,/2252.25, 0.009999999776482582, 0.5, 2.0, 753.0, 1.0, 0.10000000149011612, 743.0, 0.5/
2019-04-12T10:36:42.647731,/2252.25, 0.009999999776482582, 0.5, 2.0, 825.0, 1.0, 0.10000000149011612, 825.0, 0.5/
2019-04-12T10:36:45.210878,/2252.25, 0.009999999776482582, 0.5, 2.0, 778.0, 1.0, 0.10000000149011612, 773.0, 0.5/
2019-04-12T10:36:47.808027,/2252.25, 0.009999999776482582, 0.5, 2.0, 797.0, 1.0, 0.10000000149011612, 793.0, 0.5/
2019-04-12T10:36:50.408175,/2252.25, 0.009999999776482582, 0.5, 2.0, 962.0, 1.0, 0.10000000149011612, 930.0, 0.5/
2019-04-12T10:36:53.008324,/2252.25, 0.009999999776482582, 0.5, 2.0, 911.0, 1.0, 0.10000000149011612, 911.0, 0.5/
2019-04-12T10:36:55.489466,/2252.25, 0.009999999776482582, 0.5, 2.0, 865.0, 1.0, 0.10000000149011612, 853.0, 0.5/
2019-04-12T10:36:58.126617,/2252.25, 0.009999999776482582, 0.5, 2.0, 740.0, 1.0, 0.10000000149011612, 725.0, 0.5/
2019-04-12T10:37:00.605759,/2252.25, 0.009999999776482582, 0.5, 2.0, 808.0, 1.0, 0.10000000149011612, 808.0, 0.5/
